Date,Close,Volume,Asset
2020-04-04,103.8397307409581,4456,AAPL
2020-04-05,104.17427280558864,3641,AAPL
2020-04-06,103.70121543364381,1064,AAPL
2020-04-07,104.52761926968151,1267,AAPL
2020-04-08,105.17373935757705,1756,AAPL
2020-04-09,106.50458465103323,1262,AAPL
2020-04-10,107.09948866946574,4667,AAPL
2020-04-11,105.56108970501475,4879,AAPL
2020-04-12,107.12884683794178,4360,AAPL
2020-04-13,107.43724326318237,2766,AAPL
2020-04-14,109.76542563347789,4897,AAPL
2020-04-15,110.22282120066164,4824,AAPL
2020-04-16,111.61245799176783,1100,AAPL
2020-04-17,109.49298750189205,2337,AAPL
2020-04-18,109.78423868428865,2866,AAPL
2020-04-19,110.00277803545825,2531,AAPL
2020-04-20,110.55244675670667,3159,AAPL
2020-04-21,112.26787168941543,2371,AAPL
2020-04-22,111.84431457030983,4549,AAPL
2020-04-23,112.08212880605231,1660,AAPL
2020-04-24,113.25455676343584,3345,AAPL
2020-04-25,113.46118496841511,3860,AAPL
2020-04-26,113.12652935775583,3726,AAPL
2020-04-27,110.71099459354451,1453,AAPL
2020-04-28,112.30880845232258,4553,AAPL
2020-04-29,112.3437287621416,2656,AAPL
2020-04-30,111.35850435591419,1247,AAPL
2020-05-01,111.37177529575138,2343,AAPL
2020-05-02,111.64370885834741,1275,AAPL
2020-05-03,112.0440888964103,2745,AAPL
2020-05-04,112.86979348539334,2235,AAPL
2020-05-05,112.23995676002886,3441,AAPL
2020-05-06,112.71951960905785,2703,AAPL
2020-05-07,114.82125242643868,3059,AAPL
2020-05-08,113.59143530175744,4325,AAPL
2020-05-09,114.2334200951607,1242,AAPL
2020-05-10,113.55952177993657,3918,AAPL
2020-05-11,111.38779757542768,2991,AAPL
2020-05-12,111.04161182025493,3845,AAPL
2020-05-13,110.88547126773088,3948,AAPL
2020-05-14,111.62451704552399,1206,AAPL
2020-05-15,111.14881863341175,4128,AAPL
2020-05-16,111.84575225148487,4670,AAPL
2020-05-17,112.26966317771652,2742,AAPL
2020-05-18,111.10532906068836,2779,AAPL
2020-05-19,111.72091747463048,4134,AAPL
2020-05-20,110.73952949758231,2998,AAPL
2020-05-21,112.64918687576322,3045,AAPL
2020-05-22,112.68713778611948,4173,AAPL
2020-05-23,112.66981079800743,2538,AAPL
2020-05-24,111.45268490442372,4885,AAPL
2020-05-25,110.19916238252546,4383,AAPL
2020-05-26,109.30808601435469,4057,AAPL
2020-05-27,110.07687891378934,3948,AAPL
2020-05-28,109.47524620561501,2703,AAPL
2020-05-29,109.8053131204271,4221,AAPL
2020-05-30,109.8704161943246,2917,AAPL
2020-05-31,110.74712095673382,3624,AAPL
2020-06-01,110.40785825869108,2438,AAPL
2020-06-02,111.53483932032262,3862,AAPL
2020-06-03,112.6146239686433,1881,AAPL
2020-06-04,112.40490643226,2169,AAPL
2020-06-05,111.8189992921956,4359,AAPL
2020-06-06,110.65522691544282,4072,AAPL
2020-06-07,109.19220534884968,1265,AAPL
2020-06-08,108.39706646970423,2503,AAPL
2020-06-09,109.09649558206394,3560,AAPL
2020-06-10,108.78029387073637,1613,AAPL
2020-06-11,109.3592967938446,4693,AAPL
2020-06-12,109.112506805951,1907,AAPL
2020-06-13,107.8553148196104,3514,AAPL
2020-06-14,108.53549873170923,2078,AAPL
2020-06-15,110.05488079498575,1883,AAPL
2020-06-16,110.10925076136876,1497,AAPL
2020-06-17,110.44357054584364,4780,AAPL
2020-06-18,110.65753331578877,3314,AAPL
2020-06-19,109.96926377124655,1765,AAPL
2020-06-20,110.40379752312161,1200,AAPL
2020-06-21,111.13735923959624,2623,AAPL
2020-06-22,110.29302608441436,1135,AAPL
2020-06-23,109.30995868580271,3415,AAPL
2020-06-24,108.88463342655724,2492,AAPL
2020-06-25,110.6005471389213,1044,AAPL
2020-06-26,110.65130154804015,4689,AAPL
2020-06-27,109.90689635405194,1833,AAPL
2020-06-28,110.83970483183205,4931,AAPL
2020-06-29,111.23066911634561,2231,AAPL
2020-06-30,111.28634009859859,1677,AAPL
2020-07-01,111.50026215561783,1856,AAPL
2020-07-02,112.67093656224137,2304,AAPL
2020-07-03,113.30538128920085,3356,AAPL
2020-07-04,111.88676285260459,2985,AAPL
2020-07-05,111.96841871333662,2101,AAPL
2020-07-06,111.9562624364523,3657,AAPL
2020-07-07,112.26036966035578,4414,AAPL
2020-07-08,110.04122090459921,3003,AAPL
2020-07-09,108.42069262307217,3911,AAPL
2020-07-10,107.87176731723783,2510,AAPL
2020-07-11,108.11998950425308,3027,AAPL
2020-07-12,107.10106737268028,3534,AAPL
2020-07-13,107.71165167907658,1238,AAPL
2020-07-14,107.33828008602939,1671,AAPL
2020-07-15,108.33404738030642,1030,AAPL
2020-07-16,106.41371584866907,1142,AAPL
2020-07-17,106.76941463995804,2269,AAPL
2020-07-18,105.86419442159584,4701,AAPL
2020-07-19,107.53934951916754,3373,AAPL
2020-07-20,107.71839844251187,3654,AAPL
2020-07-21,107.26819921913902,2141,AAPL
2020-07-22,106.43283351749707,3150,AAPL
2020-07-23,107.06902379628472,2542,AAPL
2020-07-24,107.26754036867463,3593,AAPL
2020-07-25,107.42249294196253,4577,AAPL
2020-07-26,107.94717279115206,3103,AAPL
2020-07-27,107.67939843918708,1863,AAPL
2020-07-28,108.25783750777798,3130,AAPL
2020-07-29,108.15721687184285,4192,AAPL
2020-07-30,107.58239925266967,4716,AAPL
2020-07-31,107.8842185365807,1178,AAPL
2020-08-01,107.41403817267404,4664,AAPL
2020-08-02,108.16422330838196,1115,AAPL
2020-08-03,107.58606871609369,2860,AAPL
2020-08-04,106.02731531494935,3131,AAPL
2020-08-05,106.60054126819759,1039,AAPL
2020-08-06,107.22460278932067,4794,AAPL
2020-08-07,108.60742531108755,2963,AAPL
2020-08-08,109.12226149574306,1082,AAPL
2020-08-09,110.47374602276585,2708,AAPL
2020-08-10,109.74367366606484,2633,AAPL
2020-08-11,110.27341837747994,4989,AAPL
2020-08-12,109.47512434672564,1276,AAPL
2020-08-13,109.62085240521334,4364,AAPL
2020-08-14,111.3535559104543,2059,AAPL
2020-08-15,111.48774870227199,2141,AAPL
2020-08-16,111.01076205322929,2575,AAPL
2020-08-17,111.27565242655756,3224,AAPL
2020-08-18,112.21926149724202,1994,AAPL
2020-08-19,113.52490959808159,2156,AAPL
2020-08-20,112.54689227447236,4709,AAPL
2020-08-21,114.46997410823992,3272,AAPL
2020-08-22,113.99063470265102,3500,AAPL
2020-08-23,112.92716272026667,3133,AAPL
2020-08-24,113.37796577657744,4741,AAPL
2020-08-25,114.8154769401393,1107,AAPL
2020-08-26,115.577215560246,2374,AAPL
2020-08-27,116.13323911229546,2513,AAPL
2020-08-28,115.81841818800255,4181,AAPL
2020-08-29,115.24550774556964,3654,AAPL
2020-08-30,114.2787731181267,1617,AAPL
2020-08-31,114.98227941286176,2745,AAPL
2020-09-01,115.6535910706522,1268,AAPL
2020-09-02,116.00118667904619,2087,AAPL
2020-09-03,115.45273609987676,2473,AAPL
2020-09-04,112.712589069232,1687,AAPL
2020-09-05,113.40449347534775,4853,AAPL
2020-09-06,114.91863695340143,3789,AAPL
2020-09-07,114.05252090064009,2164,AAPL
2020-09-08,113.71311008933944,4561,AAPL
2020-09-09,113.57257530905625,4195,AAPL
2020-09-10,113.35454096297237,4870,AAPL
2020-09-11,113.8861214305943,3289,AAPL
2020-09-12,113.31180502641791,2913,AAPL
2020-09-13,113.24730235967043,2809,AAPL
2020-09-14,113.22110315358232,4000,AAPL
2020-09-15,113.29673546285161,4111,AAPL
2020-09-16,112.94898760033695,4494,AAPL
2020-09-17,111.84953671427857,4253,AAPL
2020-09-18,112.67277731024932,4155,AAPL
2020-09-19,112.71088810301345,3050,AAPL
2020-09-20,113.83567856540144,4552,AAPL
2020-09-21,112.58850189387185,4616,AAPL
2020-09-22,113.69079621086098,3756,AAPL
2020-09-23,114.22359657899692,4435,AAPL
2020-09-24,114.63942609019243,4034,AAPL
2020-09-25,115.73466325028288,3948,AAPL
2020-09-26,116.21646024020393,4322,AAPL
2020-09-27,116.53865725388762,4930,AAPL
2020-09-28,116.08748541590987,2197,AAPL
2020-09-29,117.57802533300182,1899,AAPL
2020-09-30,117.12488157631627,4829,AAPL
2020-10-01,116.67911501770926,3059,AAPL
2020-10-02,117.60199991617549,3067,AAPL
2020-10-03,118.34229542804722,3084,AAPL
2020-10-04,118.42048083700993,4614,AAPL
2020-10-05,118.54715342055718,4718,AAPL
2020-10-06,118.80186901814778,2004,AAPL
2020-10-07,119.02762162376546,2571,AAPL
2020-10-08,118.00216839403936,2520,AAPL
2020-10-09,117.86937959097082,4308,AAPL
2020-10-10,115.54119691805005,1695,AAPL
2020-10-11,116.17579123663961,3623,AAPL
2020-10-12,115.24657005810728,2109,AAPL
2020-10-13,115.93385652728861,3862,AAPL
2020-10-14,114.51145922148274,3730,AAPL
2020-10-15,116.24097319195793,3801,AAPL
2020-10-16,117.66424644862542,4455,AAPL
2020-10-17,118.1148737386469,3598,AAPL
2020-10-18,117.99996782538706,4082,AAPL
2020-10-19,117.13657289477649,2488,AAPL
2020-10-20,117.25795778430272,1412,AAPL
2020-10-21,117.15510479423662,1087,AAPL
2020-10-22,117.85900109173613,2789,AAPL
2020-10-23,116.46465492801809,3389,AAPL
2020-10-24,116.5015689068895,1998,AAPL
2020-10-25,116.34626292425148,4573,AAPL
2020-10-26,117.22935059562144,3393,AAPL
2020-10-27,116.83140765695481,2778,AAPL
2020-10-28,116.57682497602627,2121,AAPL
2020-10-29,116.36584825189718,2395,AAPL
2020-10-30,119.61772803509895,3524,AAPL
2020-10-31,119.6504917985428,2551,AAPL
2020-11-01,121.49909749808127,4388,AAPL
2020-11-02,122.32367550341237,2642,AAPL
2020-11-03,121.38205600220252,4013,AAPL
2020-11-04,122.05715507406109,3048,AAPL
2020-11-05,121.98491655978137,2567,AAPL
2020-11-06,121.79708979321879,1562,AAPL
2020-11-07,122.1409135640625,2718,AAPL
2020-11-08,121.67702290636602,1858,AAPL
2020-11-09,121.53278076951148,1220,AAPL
2020-11-10,120.16984386773854,1108,AAPL
2020-11-11,120.0378989317861,4301,AAPL
2020-11-12,118.928922649494,1426,AAPL
2020-11-13,119.85009261609106,4478,AAPL
2020-11-14,119.29811482299952,1517,AAPL
2020-11-15,119.08157812763494,4434,AAPL
2020-11-16,117.75172731129484,2286,AAPL
2020-11-17,118.54588061526134,4294,AAPL
2020-11-18,119.59972961742557,3445,AAPL
2020-11-19,119.06135688550452,1933,AAPL
2020-11-20,119.84420553015654,1598,AAPL
2020-11-21,119.45788568481431,4718,AAPL
2020-11-22,120.45377592939565,4536,AAPL
2020-11-23,119.61481068255362,1402,AAPL
2020-11-24,118.57409537982144,1689,AAPL
2020-11-25,117.72792479691127,4366,AAPL
2020-11-26,118.64377570571844,3387,AAPL
2020-11-27,119.1812111494763,2205,AAPL
2020-11-28,119.38151093925038,2918,AAPL
2020-11-29,120.03902792428032,2433,AAPL
2020-11-30,118.79660356213898,1572,AAPL
2020-12-01,118.09768074705212,4524,AAPL
2020-12-02,117.7214132455041,2652,AAPL
2020-12-03,117.43322825786022,1250,AAPL
2020-12-04,116.8092909750851,1920,AAPL
2020-12-05,117.15182910401853,3900,AAPL
2020-12-06,117.92914141648652,1426,AAPL
2020-12-07,118.26838957808054,2955,AAPL
2020-12-08,117.56004692146715,1124,AAPL
2020-12-09,115.53661308271222,2077,AAPL
2020-12-10,115.05783589026541,4946,AAPL
2020-12-11,115.5545128876783,2965,AAPL
2020-12-12,116.10138487772635,4568,AAPL
2020-12-13,116.36526505087414,1925,AAPL
2020-12-14,116.0664403700454,3121,AAPL
2020-12-15,115.42816374383418,3016,AAPL
2020-12-16,114.98367710786783,4690,AAPL
2020-12-17,114.23419986736609,1687,AAPL
2020-12-18,115.78826670033833,3435,AAPL
2020-12-19,114.20493811290933,2108,AAPL
2020-12-20,114.73061276696573,1467,AAPL
2020-12-21,116.19173876309168,2679,AAPL
2020-12-22,116.71658268233118,1251,AAPL
2020-12-23,118.30977985405369,2836,AAPL
2020-12-24,118.06765920998643,4815,AAPL
2020-12-25,119.53772616266674,4983,AAPL
2020-12-26,119.15375268291963,4696,AAPL
2020-12-27,121.3531472022014,2295,AAPL
2020-12-28,120.35226781405454,3655,AAPL
2020-12-29,121.66106189604461,4898,AAPL
2020-12-30,121.44632056349573,3019,AAPL
2020-12-31,122.88930676853923,2543,AAPL
2021-01-01,123.07327263053418,2178,AAPL
2021-01-02,124.07853810667787,2853,AAPL
2021-01-03,124.31634788499957,4105,AAPL
2021-01-04,124.37616139436929,2455,AAPL
2021-01-05,125.15813718968118,3303,AAPL
2021-01-06,125.50778765179146,2495,AAPL
2021-01-07,125.98531826777626,2076,AAPL
2021-01-08,126.51848865399148,2086,AAPL
2021-01-09,126.7681280610579,2012,AAPL
2021-01-10,124.7522991501422,4806,AAPL
2021-01-11,125.11221532077838,1662,AAPL
2021-01-12,124.38602713823174,1163,AAPL
2021-01-13,124.60772339067199,1017,AAPL
2021-01-14,123.79591290974386,2346,AAPL
2021-01-15,123.23681520744292,2095,AAPL
2021-01-16,123.60516042867098,1579,AAPL
2021-01-17,124.18537660011,2301,AAPL
2021-01-18,125.38201773928373,3671,AAPL
2021-01-19,125.0719429297087,4498,AAPL
2021-01-20,125.26435786980366,4139,AAPL
2021-01-21,125.21939396815532,2890,AAPL
2021-01-22,124.35273265318224,4194,AAPL
2021-01-23,124.18504513890241,2711,AAPL
2021-01-24,125.53175765611907,2022,AAPL
2021-01-25,125.52490936866755,3712,AAPL
2021-01-26,124.38241991186736,2723,AAPL
2021-01-27,127.31091521917561,2228,AAPL
2021-01-28,128.5450016088878,2967,AAPL
2021-01-29,128.16326321249886,3889,AAPL
2021-01-30,126.85262860525123,4983,AAPL
2021-01-31,126.13479633929443,3068,AAPL
2021-02-01,126.989597897017,3143,AAPL
2021-02-02,126.30984215525524,1331,AAPL
2021-02-03,125.85348429405194,1701,AAPL
2021-02-04,125.38982246729105,2098,AAPL
2021-02-05,124.65666687345481,4037,AAPL
2021-02-06,122.98587482798968,1199,AAPL
2021-02-07,122.88412682991613,2615,AAPL
2021-02-08,122.24350421863666,4432,AAPL
2021-02-09,123.14449794432481,3374,AAPL
2021-02-10,124.33484019318891,4688,AAPL
2021-02-11,123.04058772334716,3743,AAPL
2021-02-12,124.43929396487688,4356,AAPL
2021-02-13,125.11910384553254,4033,AAPL
2021-02-14,126.97264093523975,1530,AAPL
2021-02-15,127.12666655478617,1441,AAPL
2021-02-16,127.09607898738793,2676,AAPL
2021-02-17,127.87316030130398,1612,AAPL
2021-02-18,129.45355281671795,1813,AAPL
2021-02-19,132.23180610671335,1278,AAPL
2021-02-20,132.1551951321645,4566,AAPL
2021-02-21,132.40041351595983,1663,AAPL
2021-02-22,131.60022040067847,3785,AAPL
2021-02-23,131.38872566908105,4784,AAPL
2021-02-24,131.12226300530358,1456,AAPL
2021-02-25,131.18491953317437,1758,AAPL
2021-02-26,130.43998846021398,2072,AAPL
2021-02-27,129.5969638948651,3426,AAPL
2021-02-28,129.46544382891642,1072,AAPL
2021-03-01,128.7183751057563,3141,AAPL
2021-03-02,127.39697691486029,3029,AAPL
2021-03-03,127.71856237792426,2068,AAPL
2021-03-04,129.38364318508843,3595,AAPL
2021-03-05,128.07647828484647,2254,AAPL
2021-03-06,129.57475499317462,3597,AAPL
2021-03-07,129.56995609450297,3038,AAPL
2021-03-08,129.64924291931382,2036,AAPL
2021-03-09,130.07947849451472,4127,AAPL
2021-03-10,131.0183979036555,4758,AAPL
2021-03-11,131.91135680072625,1212,AAPL
2021-03-12,131.3019358791986,2408,AAPL
2021-03-13,130.88055667185574,2431,AAPL
2021-03-14,133.1099794108998,2647,AAPL
2021-03-15,131.7268445593797,4342,AAPL
2021-03-16,131.51242376587362,2529,AAPL
2021-03-17,131.2800256699116,1360,AAPL
2021-03-18,129.65143366329437,1384,AAPL
2021-03-19,129.48675012906986,3674,AAPL
2021-03-20,128.5865213108265,3576,AAPL
2021-03-21,126.14117166633434,4002,AAPL
2021-03-22,125.11692920804364,3486,AAPL
2021-03-23,125.12661057810327,1802,AAPL
2021-03-24,122.86043927727967,3840,AAPL
2021-03-25,123.73543059807037,2873,AAPL
2021-03-26,123.35193615523946,2856,AAPL
2021-03-27,123.80539091034521,1888,AAPL
2021-03-28,124.2957824498823,3017,AAPL
2021-03-29,124.7257274326604,2592,AAPL
2021-03-30,126.00843176906051,4964,AAPL
2021-03-31,125.65368560466871,2622,AAPL
2021-04-01,124.7677089655267,3199,AAPL
2021-04-02,123.55234967743827,4342,AAPL
2021-04-03,124.15763625456022,3404,AAPL
2021-04-04,125.1475026200479,3120,AAPL
2021-04-05,126.03225168591993,2078,AAPL
2021-04-06,125.18854929906087,1208,AAPL
2021-04-07,126.01088042731492,2784,AAPL
2021-04-08,123.87886612209465,1433,AAPL
2021-04-09,126.42664012748011,2884,AAPL
2021-04-10,126.10265446873564,4295,AAPL
2021-04-11,126.21230954895172,4953,AAPL
2021-04-12,125.98207191315377,2825,AAPL
2021-04-13,126.30227992424852,2722,AAPL
2021-04-14,127.44234156371147,3419,AAPL
2021-04-15,127.62050644489348,2614,AAPL
2021-04-16,127.20309526210474,3217,AAPL
2021-04-17,127.388493657843,2246,AAPL
2021-04-18,129.39645004899472,4376,AAPL
2021-04-19,129.07214899838374,1522,AAPL
2021-04-20,130.15927874733813,4837,AAPL
2021-04-21,129.78770024126146,3389,AAPL
2021-04-22,130.86039428777204,4792,AAPL
2021-04-23,132.6813068976997,2752,AAPL
2021-04-24,133.26115336838174,3118,AAPL
2021-04-25,135.19993465266933,1323,AAPL
2021-04-26,135.52301705369038,1105,AAPL
2021-04-27,135.128561461847,1302,AAPL
2021-04-28,135.14566777509168,1156,AAPL
2021-04-29,135.27474366707273,1730,AAPL
2021-04-30,134.41062707481305,4341,AAPL
2021-05-01,134.71413377430542,2506,AAPL
2021-05-02,133.77168959443486,4236,AAPL
2021-05-03,134.68480197842666,4490,AAPL
2021-05-04,135.73220210111808,1606,AAPL
2021-05-05,135.55525961188556,4092,AAPL
2021-05-06,135.375540864832,1804,AAPL
2021-05-07,133.8164537098777,4051,AAPL
2021-05-08,135.3799293188781,1123,AAPL
2021-05-09,134.20629118198613,3618,AAPL
2021-05-10,134.49071206859713,2564,AAPL
2021-05-11,134.06645394302097,1315,AAPL
2021-05-12,134.08991091987002,3229,AAPL
2021-05-13,132.15901272716388,1654,AAPL
2021-05-14,130.88566467798788,1125,AAPL
2021-05-15,131.72810434441448,4655,AAPL
2021-05-16,133.15605384540942,3503,AAPL
2021-05-17,132.83480209228566,1876,AAPL
2021-05-18,130.32691497151689,1165,AAPL
2021-05-19,129.92097002156635,2747,AAPL
2021-05-20,128.1310122280936,4324,AAPL
2021-05-21,128.2414660722102,3270,AAPL
2021-05-22,128.29247029659095,4021,AAPL
2021-05-23,129.45751758934173,3513,AAPL
2021-05-24,128.51422817812735,3443,AAPL
2021-05-25,128.2522087257928,2539,AAPL
2021-05-26,127.67863765316491,3474,AAPL
2021-05-27,129.0304761374797,3313,AAPL
2021-05-28,129.66151163970858,4077,AAPL
2021-05-29,131.25194836564995,4154,AAPL
2021-05-30,131.84068207580472,1774,AAPL
2021-05-31,133.27107464210928,2002,AAPL
2021-06-01,133.92967681780962,2534,AAPL
2021-06-02,135.29062115780266,2382,AAPL
2021-06-03,134.81764308037765,3310,AAPL
2021-06-04,134.8162236376962,2222,AAPL
2021-06-05,133.62024805621024,2954,AAPL
2021-06-06,132.99320191354656,4380,AAPL
2021-06-07,132.51830003035374,3711,AAPL
2021-06-08,132.2280238447837,4761,AAPL
2021-06-09,130.43387954366582,1066,AAPL
2021-06-10,131.8818590840863,3980,AAPL
2021-06-11,132.2741275290182,3203,AAPL
2021-06-12,131.615248429657,4967,AAPL
2021-06-13,132.14423637534438,1855,AAPL
2021-06-14,133.76622501084444,1612,AAPL
2021-06-15,133.292326893823,2533,AAPL
2021-06-16,134.0567407215655,4568,AAPL
2021-06-17,133.77557415093247,3317,AAPL
2021-06-18,133.54410237569616,2271,AAPL
2021-06-19,133.43704273243745,4179,AAPL
2021-06-20,133.34674129781712,1576,AAPL
2021-06-21,133.39213884790908,1493,AAPL
2021-06-22,133.12030773878854,4166,AAPL
2021-06-23,134.30736243432716,2526,AAPL
2021-06-24,133.5299824046112,4132,AAPL
2021-06-25,132.79641810134194,4811,AAPL
2021-06-26,131.7191834144592,2272,AAPL
2021-06-27,134.08676897441717,4233,AAPL
2021-06-28,132.62830548223997,2539,AAPL
2021-06-29,132.50063218477158,4975,AAPL
2021-06-30,134.61887682567502,4261,AAPL
2021-07-01,134.4153043312199,3465,AAPL
2021-07-02,133.1267255565596,3905,AAPL
2021-07-03,134.62956221379625,3830,AAPL
2021-07-04,135.08562473534468,3277,AAPL
2021-07-05,135.42921657067455,2965,AAPL
2021-07-06,133.2487811103382,2392,AAPL
2021-07-07,132.1012875356089,4119,AAPL
2021-07-08,131.88369655030354,2909,AAPL
2021-07-09,131.17043446721087,4925,AAPL
2021-07-10,130.00529533468767,1203,AAPL
2021-07-11,129.5846593915026,1609,AAPL
2021-07-12,127.90019932829762,2955,AAPL
2021-07-13,127.15059216695965,4306,AAPL
2021-07-14,127.83366605397923,3691,AAPL
2021-07-15,128.91656774569194,4385,AAPL
2021-07-16,129.05993222774725,1875,AAPL
2021-07-17,129.3223682037007,1560,AAPL
2021-07-18,129.48240126383268,1882,AAPL
2021-07-19,131.25103037112558,1870,AAPL
2021-07-20,130.56513795010426,4482,AAPL
2021-07-21,131.55714888131706,4972,AAPL
2021-07-22,131.50555133835985,3968,AAPL
2021-07-23,131.40630045658037,1062,AAPL
2021-07-24,130.49368513235936,4617,AAPL
2021-07-25,129.88762645885635,4683,AAPL
2021-07-26,129.90440991959633,1574,AAPL
2021-07-27,132.37854256320773,1212,AAPL
2021-07-28,132.62297526524804,4593,AAPL
2021-07-29,134.41643543879684,2363,AAPL
2021-07-30,134.63523942004983,4967,AAPL
2021-07-31,134.7820031091744,3415,AAPL
2021-08-01,135.3229604745042,2661,AAPL
2021-08-02,136.25793269046207,2279,AAPL
2021-08-03,137.48052944401473,4152,AAPL
2021-08-04,137.73010916708554,2166,AAPL
2021-08-05,140.2122547311669,1719,AAPL
2021-08-06,138.65808204621868,3166,AAPL
2021-08-07,139.2744753250979,4283,AAPL
2021-08-08,139.52408991600245,1222,AAPL
2021-08-09,139.5954926670783,1375,AAPL
2021-08-10,139.82468665733433,3004,AAPL
2021-08-11,138.99667423801,2972,AAPL
2021-08-12,138.22086061030953,3957,AAPL
2021-08-13,138.62544481115486,1960,AAPL
2021-08-14,137.88486520849168,1638,AAPL
2021-08-15,137.57376958947899,1334,AAPL
2021-08-16,137.68748044340091,1364,AAPL
2021-08-17,138.28308793063738,3688,AAPL
2021-08-18,137.150847446461,1924,AAPL
2021-08-19,136.9636064863223,1381,AAPL
2021-08-20,136.6852562572851,1044,AAPL
2021-08-21,136.86357787363272,3078,AAPL
2021-08-22,137.28787093056314,1209,AAPL
2021-08-23,135.9459417287816,1749,AAPL
2021-08-24,135.82468598369707,3463,AAPL
2021-08-25,135.9582042907159,2312,AAPL
2021-08-26,135.9914052662122,4450,AAPL
2021-08-27,136.05469911888503,3032,AAPL
2021-08-28,135.94154654906606,4779,AAPL
2021-08-29,137.04652075791753,2248,AAPL
2021-08-30,137.09390941455842,3966,AAPL
